Sample ID,Sample resolution [m],state
738505030927_0.25,0.25,1
738505030927_0.2,0.2,1
738505030927_0.15,0.15,1
738505030927_0.1,0.1,0
738505030927_0.05,0.05,0
738667916401_0.25,0.25,1
738667916401_0.2,0.2,1
738667916401_0.15,0.15,1
738667916401_0.1,0.1,0
738667916401_0.05,0.05,0
739054432099_0.25,0.25,1
739054432099_0.2,0.2,1
739054432099_0.15,0.15,1
739054432099_0.1,0.1,0
739054432099_0.05,0.05,0
739477858425_0.25,0.25,1
739477858425_0.2,0.2,1
739477858425_0.15,0.15,1
739477858425_0.1,0.1,0
739477858425_0.05,0.05,0
739491048952_0.25,0.25,1
739491048952_0.2,0.2,1
739491048952_0.15,0.15,1
739491048952_0.1,0.1,0
739491048952_0.05,0.05,0
739621093416_0.25,0.25,1
739621093416_0.2,0.2,1
739621093416_0.15,0.15,1
739621093416_0.1,0.1,1
739621093416_0.05,0.05,0
739699700923_0.25,0.25,1
739699700923_0.2,0.2,1
739699700923_0.15,0.15,1
739699700923_0.1,0.1,0
739699700923_0.05,0.05,0
740179324681_0.25,0.25,1
740179324681_0.2,0.2,1
740179324681_0.15,0.15,1
740179324681_0.1,0.1,0
740179324681_0.05,0.05,0
740209249320_0.25,0.25,1
740209249320_0.2,0.2,1
740209249320_0.15,0.15,1
740209249320_0.1,0.1,0
740209249320_0.05,0.05,0
740223828901_0.25,0.25,1
740223828901_0.2,0.2,1
740223828901_0.15,0.15,1
740223828901_0.1,0.1,0
740223828901_0.05,0.05,0
740233724035_0.25,0.25,1
740233724035_0.2,0.2,1
740233724035_0.15,0.15,1
740233724035_0.1,0.1,0
740233724035_0.05,0.05,0
740296795168_0.25,0.25,1
740296795168_0.2,0.2,1
740296795168_0.15,0.15,1
740296795168_0.1,0.1,1
740296795168_0.05,0.05,0
740421835306_0.25,0.25,1
740421835306_0.2,0.2,1
740421835306_0.15,0.15,1
740421835306_0.1,0.1,0
740421835306_0.05,0.05,0
740487416345_0.25,0.25,1
740487416345_0.2,0.2,1
740487416345_0.15,0.15,1
740487416345_0.1,0.1,0
740487416345_0.05,0.05,0
740647163227_0.25,0.25,1
740647163227_0.2,0.2,1
740647163227_0.15,0.15,1
740647163227_0.1,0.1,0
740647163227_0.05,0.05,0
740926865178_0.25,0.25,1
740926865178_0.2,0.2,1
740926865178_0.15,0.15,1
740926865178_0.1,0.1,0
740926865178_0.05,0.05,0
741193225333_0.25,0.25,1
741193225333_0.2,0.2,1
741193225333_0.15,0.15,1
741193225333_0.1,0.1,0
741193225333_0.05,0.05,0
741679550039_0.25,0.25,1
741679550039_0.2,0.2,1
741679550039_0.15,0.15,1
741679550039_0.1,0.1,0
741679550039_0.05,0.05,0
741721717255_0.25,0.25,1
741721717255_0.2,0.2,1
741721717255_0.15,0.15,1
741721717255_0.1,0.1,0
741721717255_0.05,0.05,0
741735572413_0.25,0.25,1
741735572413_0.2,0.2,1
741735572413_0.15,0.15,1
741735572413_0.1,0.1,0
741735572413_0.05,0.05,0
741896357078_0.25,0.25,1
741896357078_0.2,0.2,1
741896357078_0.15,0.15,1
741896357078_0.1,0.1,0
741896357078_0.05,0.05,0
742383911062_0.25,0.25,1
742383911062_0.2,0.2,1
742383911062_0.15,0.15,1
742383911062_0.1,0.1,0
742383911062_0.05,0.05,0
742518186841_0.25,0.25,1
742518186841_0.2,0.2,1
742518186841_0.15,0.15,1
742518186841_0.1,0.1,0
742518186841_0.05,0.05,0
742543161119_0.25,0.25,1
742543161119_0.2,0.2,1
742543161119_0.15,0.15,1
742543161119_0.1,0.1,1
742543161119_0.05,0.05,0
742551062828_0.25,0.25,1
742551062828_0.2,0.2,1
742551062828_0.15,0.15,1
742551062828_0.1,0.1,0
742551062828_0.05,0.05,0
742971437333_0.25,0.25,1
742971437333_0.2,0.2,1
742971437333_0.15,0.15,1
742971437333_0.1,0.1,0
742971437333_0.05,0.05,0
743130133032_0.25,0.25,1
743130133032_0.2,0.2,1
743130133032_0.15,0.15,1
743130133032_0.1,0.1,1
743130133032_0.05,0.05,0
743247487791_0.25,0.25,1
743247487791_0.2,0.2,1
743247487791_0.15,0.15,1
743247487791_0.1,0.1,0
743247487791_0.05,0.05,0
743276719237_0.25,0.25,1
743276719237_0.2,0.2,1
743276719237_0.15,0.15,1
743276719237_0.1,0.1,0
743276719237_0.05,0.05,0
743305152772_0.25,0.25,1
743305152772_0.2,0.2,1
743305152772_0.15,0.15,1
743305152772_0.1,0.1,0
743305152772_0.05,0.05,0
743396846877_0.25,0.25,1
743396846877_0.2,0.2,1
743396846877_0.15,0.15,1
743396846877_0.1,0.1,1
743396846877_0.05,0.05,0
743696019588_0.25,0.25,1
743696019588_0.2,0.2,1
743696019588_0.15,0.15,1
743696019588_0.1,0.1,0
743696019588_0.05,0.05,0
744449038661_0.25,0.25,1
744449038661_0.2,0.2,1
744449038661_0.15,0.15,1
744449038661_0.1,0.1,1
744449038661_0.05,0.05,0
744536240334_0.25,0.25,1
744536240334_0.2,0.2,1
744536240334_0.15,0.15,1
744536240334_0.1,0.1,1
744536240334_0.05,0.05,0
744688514066_0.25,0.25,1
744688514066_0.2,0.2,1
744688514066_0.15,0.15,1
744688514066_0.1,0.1,0
744688514066_0.05,0.05,0
744793698029_0.25,0.25,1
744793698029_0.2,0.2,1
744793698029_0.15,0.15,1
744793698029_0.1,0.1,0
744793698029_0.05,0.05,0
744908439404_0.25,0.25,1
744908439404_0.2,0.2,1
744908439404_0.15,0.15,1
744908439404_0.1,0.1,0
744908439404_0.05,0.05,0
745079322830_0.25,0.25,1
745079322830_0.2,0.2,1
745079322830_0.15,0.15,1
745079322830_0.1,0.1,0
745079322830_0.05,0.05,0
745119522011_0.25,0.25,1
745119522011_0.2,0.2,1
745119522011_0.15,0.15,1
745119522011_0.1,0.1,0
745119522011_0.05,0.05,0
745157769116_0.25,0.25,1
745157769116_0.2,0.2,1
745157769116_0.15,0.15,1
745157769116_0.1,0.1,0
745157769116_0.05,0.05,0
745214967240_0.25,0.25,1
745214967240_0.2,0.2,1
745214967240_0.15,0.15,1
745214967240_0.1,0.1,0
745214967240_0.05,0.05,0
745321070443_0.25,0.25,1
745321070443_0.2,0.2,1
745321070443_0.15,0.15,1
745321070443_0.1,0.1,1
745321070443_0.05,0.05,0
746137147011_0.25,0.25,1
746137147011_0.2,0.2,1
746137147011_0.15,0.15,1
746137147011_0.1,0.1,1
746137147011_0.05,0.05,0
746262104089_0.25,0.25,1
746262104089_0.2,0.2,1
746262104089_0.15,0.15,1
746262104089_0.1,0.1,0
746262104089_0.05,0.05,0
746520875417_0.25,0.25,1
746520875417_0.2,0.2,1
746520875417_0.15,0.15,1
746520875417_0.1,0.1,0
746520875417_0.05,0.05,0
746961562694_0.25,0.25,1
746961562694_0.2,0.2,1
746961562694_0.15,0.15,1
746961562694_0.1,0.1,1
746961562694_0.05,0.05,0
747285845641_0.25,0.25,1
747285845641_0.2,0.2,1
747285845641_0.15,0.15,1
747285845641_0.1,0.1,0
747285845641_0.05,0.05,0
747379813569_0.25,0.25,1
747379813569_0.2,0.2,1
747379813569_0.15,0.15,1
747379813569_0.1,0.1,0
747379813569_0.05,0.05,0
747603230179_0.25,0.25,1
747603230179_0.2,0.2,1
747603230179_0.15,0.15,1
747603230179_0.1,0.1,0
747603230179_0.05,0.05,0
747836957646_0.25,0.25,1
747836957646_0.2,0.2,1
747836957646_0.15,0.15,1
747836957646_0.1,0.1,1
747836957646_0.05,0.05,0
747850321076_0.25,0.25,1
747850321076_0.2,0.2,1
747850321076_0.15,0.15,1
747850321076_0.1,0.1,1
747850321076_0.05,0.05,0
747876937508_0.25,0.25,1
747876937508_0.2,0.2,1
747876937508_0.15,0.15,1
747876937508_0.1,0.1,0
747876937508_0.05,0.05,0
747994974782_0.25,0.25,1
747994974782_0.2,0.2,1
747994974782_0.15,0.15,1
747994974782_0.1,0.1,0
747994974782_0.05,0.05,0
748008441710_0.25,0.25,1
748008441710_0.2,0.2,1
748008441710_0.15,0.15,1
748008441710_0.1,0.1,0
748008441710_0.05,0.05,0
748548912513_0.25,0.25,1
748548912513_0.2,0.2,1
748548912513_0.15,0.15,1
748548912513_0.1,0.1,1
748548912513_0.05,0.05,0
748717933128_0.25,0.25,1
748717933128_0.2,0.2,1
748717933128_0.15,0.15,1
748717933128_0.1,0.1,0
748717933128_0.05,0.05,0
748768982413_0.25,0.25,1
748768982413_0.2,0.2,1
748768982413_0.15,0.15,1
748768982413_0.1,0.1,0
748768982413_0.05,0.05,0
748809247586_0.25,0.25,1
748809247586_0.2,0.2,1
748809247586_0.15,0.15,1
748809247586_0.1,0.1,0
748809247586_0.05,0.05,0
748859123429_0.25,0.25,1
748859123429_0.2,0.2,1
748859123429_0.15,0.15,1
748859123429_0.1,0.1,0
748859123429_0.05,0.05,0
748904976192_0.25,0.25,1
748904976192_0.2,0.2,1
748904976192_0.15,0.15,1
748904976192_0.1,0.1,0
748904976192_0.05,0.05,0
749308881567_0.25,0.25,1
749308881567_0.2,0.2,1
749308881567_0.15,0.15,1
749308881567_0.1,0.1,0
749308881567_0.05,0.05,0
749659363429_0.25,0.25,1
749659363429_0.2,0.2,1
749659363429_0.15,0.15,1
749659363429_0.1,0.1,0
749659363429_0.05,0.05,0
749789932445_0.25,0.25,1
749789932445_0.2,0.2,1
749789932445_0.15,0.15,1
749789932445_0.1,0.1,0
749789932445_0.05,0.05,0
749929352376_0.25,0.25,1
749929352376_0.2,0.2,1
749929352376_0.15,0.15,1
749929352376_0.1,0.1,0
749929352376_0.05,0.05,0
749946217188_0.25,0.25,1
749946217188_0.2,0.2,1
749946217188_0.15,0.15,1
749946217188_0.1,0.1,0
749946217188_0.05,0.05,0
750017431574_0.25,0.25,1
750017431574_0.2,0.2,1
750017431574_0.15,0.15,1
750017431574_0.1,0.1,0
750017431574_0.05,0.05,0
750026546275_0.25,0.25,1
750026546275_0.2,0.2,1
750026546275_0.15,0.15,1
750026546275_0.1,0.1,0
750026546275_0.05,0.05,0
750119762251_0.25,0.25,1
750119762251_0.2,0.2,1
750119762251_0.15,0.15,1
750119762251_0.1,0.1,1
750119762251_0.05,0.05,0
750277467475_0.25,0.25,1
750277467475_0.2,0.2,1
750277467475_0.15,0.15,1
750277467475_0.1,0.1,0
750277467475_0.05,0.05,0
750405406373_0.25,0.25,1
750405406373_0.2,0.2,1
750405406373_0.15,0.15,1
750405406373_0.1,0.1,0
750405406373_0.05,0.05,0
750533124473_0.25,0.25,1
750533124473_0.2,0.2,1
750533124473_0.15,0.15,1
750533124473_0.1,0.1,0
750533124473_0.05,0.05,0
750739577627_0.25,0.25,1
750739577627_0.2,0.2,1
750739577627_0.15,0.15,1
750739577627_0.1,0.1,1
750739577627_0.05,0.05,0
751186416193_0.25,0.25,1
751186416193_0.2,0.2,1
751186416193_0.15,0.15,1
751186416193_0.1,0.1,1
751186416193_0.05,0.05,0
751236446929_0.25,0.25,1
751236446929_0.2,0.2,1
751236446929_0.15,0.15,1
751236446929_0.1,0.1,0
751236446929_0.05,0.05,0
751592465688_0.25,0.25,1
751592465688_0.2,0.2,1
751592465688_0.15,0.15,1
751592465688_0.1,0.1,0
751592465688_0.05,0.05,0
751600191601_0.25,0.25,1
751600191601_0.2,0.2,1
751600191601_0.15,0.15,1
751600191601_0.1,0.1,0
751600191601_0.05,0.05,0
751807375726_0.25,0.25,1
751807375726_0.2,0.2,1
751807375726_0.15,0.15,1
751807375726_0.1,0.1,0
751807375726_0.05,0.05,0
751934758369_0.25,0.25,1
751934758369_0.2,0.2,1
751934758369_0.15,0.15,1
751934758369_0.1,0.1,0
751934758369_0.05,0.05,0
752072796115_0.25,0.25,1
752072796115_0.2,0.2,1
752072796115_0.15,0.15,1
752072796115_0.1,0.1,1
752072796115_0.05,0.05,0
752091008494_0.25,0.25,1
752091008494_0.2,0.2,1
752091008494_0.15,0.15,1
752091008494_0.1,0.1,0
752091008494_0.05,0.05,0
752238551075_0.25,0.25,1
752238551075_0.2,0.2,1
752238551075_0.15,0.15,1
752238551075_0.1,0.1,0
752238551075_0.05,0.05,0
752861921678_0.25,0.25,1
752861921678_0.2,0.2,1
752861921678_0.15,0.15,1
752861921678_0.1,0.1,0
752861921678_0.05,0.05,0
752914700404_0.25,0.25,1
752914700404_0.2,0.2,1
752914700404_0.15,0.15,1
752914700404_0.1,0.1,0
752914700404_0.05,0.05,0
752935629759_0.25,0.25,1
752935629759_0.2,0.2,1
752935629759_0.15,0.15,1
752935629759_0.1,0.1,0
752935629759_0.05,0.05,0
752947437258_0.25,0.25,1
752947437258_0.2,0.2,1
752947437258_0.15,0.15,1
752947437258_0.1,0.1,0
752947437258_0.05,0.05,0
752955802226_0.25,0.25,1
752955802226_0.2,0.2,1
752955802226_0.15,0.15,1
752955802226_0.1,0.1,0
752955802226_0.05,0.05,0
753009556667_0.25,0.25,1
753009556667_0.2,0.2,1
753009556667_0.15,0.15,1
753009556667_0.1,0.1,0
753009556667_0.05,0.05,0
753019199643_0.25,0.25,1
753019199643_0.2,0.2,1
753019199643_0.15,0.15,1
753019199643_0.1,0.1,0
753019199643_0.05,0.05,0
753138345721_0.25,0.25,1
753138345721_0.2,0.2,1
753138345721_0.15,0.15,1
753138345721_0.1,0.1,0
753138345721_0.05,0.05,0
753409788274_0.25,0.25,1
753409788274_0.2,0.2,1
753409788274_0.15,0.15,1
753409788274_0.1,0.1,0
753409788274_0.05,0.05,0
753570255188_0.25,0.25,1
753570255188_0.2,0.2,1
753570255188_0.15,0.15,1
753570255188_0.1,0.1,0
753570255188_0.05,0.05,0
753574592788_0.25,0.25,1
753574592788_0.2,0.2,1
753574592788_0.15,0.15,1
753574592788_0.1,0.1,0
753574592788_0.05,0.05,0
753629275696_0.25,0.25,1
753629275696_0.2,0.2,1
753629275696_0.15,0.15,1
753629275696_0.1,0.1,0
753629275696_0.05,0.05,0
753723773449_0.25,0.25,1
753723773449_0.2,0.2,1
753723773449_0.15,0.15,1
753723773449_0.1,0.1,0
753723773449_0.05,0.05,0
753799259585_0.25,0.25,1
753799259585_0.2,0.2,1
753799259585_0.15,0.15,1
753799259585_0.1,0.1,0
753799259585_0.05,0.05,0
753834818949_0.25,0.25,1
753834818949_0.2,0.2,1
753834818949_0.15,0.15,1
753834818949_0.1,0.1,0
753834818949_0.05,0.05,0
754013659938_0.25,0.25,1
754013659938_0.2,0.2,1
754013659938_0.15,0.15,1
754013659938_0.1,0.1,0
754013659938_0.05,0.05,0
754120641144_0.25,0.25,1
754120641144_0.2,0.2,1
754120641144_0.15,0.15,1
754120641144_0.1,0.1,0
754120641144_0.05,0.05,0
754409611288_0.25,0.25,1
754409611288_0.2,0.2,1
754409611288_0.15,0.15,1
754409611288_0.1,0.1,0
754409611288_0.05,0.05,0
754459948759_0.25,0.25,1
754459948759_0.2,0.2,1
754459948759_0.15,0.15,1
754459948759_0.1,0.1,0
754459948759_0.05,0.05,0
754590777715_0.25,0.25,1
754590777715_0.2,0.2,1
754590777715_0.15,0.15,1
754590777715_0.1,0.1,0
754590777715_0.05,0.05,0
754955954801_0.25,0.25,1
754955954801_0.2,0.2,1
754955954801_0.15,0.15,1
754955954801_0.1,0.1,0
754955954801_0.05,0.05,0
755097047597_0.25,0.25,1
755097047597_0.2,0.2,1
755097047597_0.15,0.15,1
755097047597_0.1,0.1,0
755097047597_0.05,0.05,0
755277783132_0.25,0.25,1
755277783132_0.2,0.2,1
755277783132_0.15,0.15,1
755277783132_0.1,0.1,0
755277783132_0.05,0.05,0
755417929362_0.25,0.25,1
755417929362_0.2,0.2,1
755417929362_0.15,0.15,1
755417929362_0.1,0.1,0
755417929362_0.05,0.05,0
755452350439_0.25,0.25,1
755452350439_0.2,0.2,1
755452350439_0.15,0.15,1
755452350439_0.1,0.1,0
755452350439_0.05,0.05,0
755510935211_0.25,0.25,1
755510935211_0.2,0.2,1
755510935211_0.15,0.15,1
755510935211_0.1,0.1,0
755510935211_0.05,0.05,0
756002784450_0.25,0.25,1
756002784450_0.2,0.2,1
756002784450_0.15,0.15,1
756002784450_0.1,0.1,0
756002784450_0.05,0.05,0
756084574043_0.25,0.25,1
756084574043_0.2,0.2,1
756084574043_0.15,0.15,1
756084574043_0.1,0.1,0
756084574043_0.05,0.05,0
756150812993_0.25,0.25,1
756150812993_0.2,0.2,1
756150812993_0.15,0.15,1
756150812993_0.1,0.1,1
756150812993_0.05,0.05,0
756186322049_0.25,0.25,1
756186322049_0.2,0.2,1
756186322049_0.15,0.15,1
756186322049_0.1,0.1,0
756186322049_0.05,0.05,0
756288233431_0.25,0.25,1
756288233431_0.2,0.2,1
756288233431_0.15,0.15,1
756288233431_0.1,0.1,0
756288233431_0.05,0.05,0
757146342486_0.25,0.25,1
757146342486_0.2,0.2,1
757146342486_0.15,0.15,1
757146342486_0.1,0.1,0
757146342486_0.05,0.05,0
757157536892_0.25,0.25,1
757157536892_0.2,0.2,1
757157536892_0.15,0.15,1
757157536892_0.1,0.1,1
757157536892_0.05,0.05,0
757160117734_0.25,0.25,1
757160117734_0.2,0.2,1
757160117734_0.15,0.15,1
757160117734_0.1,0.1,0
757160117734_0.05,0.05,0
757257702259_0.25,0.25,1
757257702259_0.2,0.2,1
757257702259_0.15,0.15,1
757257702259_0.1,0.1,0
757257702259_0.05,0.05,0
757331780234_0.25,0.25,1
757331780234_0.2,0.2,1
757331780234_0.15,0.15,1
757331780234_0.1,0.1,0
757331780234_0.05,0.05,0
757401594505_0.25,0.25,1
757401594505_0.2,0.2,1
757401594505_0.15,0.15,1
757401594505_0.1,0.1,1
757401594505_0.05,0.05,0
757426387092_0.25,0.25,1
757426387092_0.2,0.2,1
757426387092_0.15,0.15,1
757426387092_0.1,0.1,0
757426387092_0.05,0.05,0
757486338408_0.25,0.25,1
757486338408_0.2,0.2,1
757486338408_0.15,0.15,1
757486338408_0.1,0.1,0
757486338408_0.05,0.05,0
758080502108_0.25,0.25,1
758080502108_0.2,0.2,1
758080502108_0.15,0.15,1
758080502108_0.1,0.1,1
758080502108_0.05,0.05,0
758184475006_0.25,0.25,1
758184475006_0.2,0.2,1
758184475006_0.15,0.15,1
758184475006_0.1,0.1,0
758184475006_0.05,0.05,0
758219237149_0.25,0.25,1
758219237149_0.2,0.2,1
758219237149_0.15,0.15,1
758219237149_0.1,0.1,0
758219237149_0.05,0.05,0
758240707298_0.25,0.25,1
758240707298_0.2,0.2,1
758240707298_0.15,0.15,1
758240707298_0.1,0.1,0
758240707298_0.05,0.05,0
758283302913_0.25,0.25,1
758283302913_0.2,0.2,1
758283302913_0.15,0.15,1
758283302913_0.1,0.1,0
758283302913_0.05,0.05,0
758319837302_0.25,0.25,1
758319837302_0.2,0.2,1
758319837302_0.15,0.15,1
758319837302_0.1,0.1,0
758319837302_0.05,0.05,0
758320087469_0.25,0.25,1
758320087469_0.2,0.2,1
758320087469_0.15,0.15,1
758320087469_0.1,0.1,1
758320087469_0.05,0.05,0
758519782907_0.25,0.25,1
758519782907_0.2,0.2,1
758519782907_0.15,0.15,1
758519782907_0.1,0.1,0
758519782907_0.05,0.05,0
758664379239_0.25,0.25,1
758664379239_0.2,0.2,1
758664379239_0.15,0.15,1
758664379239_0.1,0.1,0
758664379239_0.05,0.05,0
758699106726_0.25,0.25,1
758699106726_0.2,0.2,1
758699106726_0.15,0.15,1
758699106726_0.1,0.1,0
758699106726_0.05,0.05,0
758810321463_0.25,0.25,1
758810321463_0.2,0.2,1
758810321463_0.15,0.15,1
758810321463_0.1,0.1,0
758810321463_0.05,0.05,0
758985048708_0.25,0.25,1
758985048708_0.2,0.2,1
758985048708_0.15,0.15,1
758985048708_0.1,0.1,0
758985048708_0.05,0.05,0
758992570675_0.25,0.25,1
758992570675_0.2,0.2,1
758992570675_0.15,0.15,1
758992570675_0.1,0.1,0
758992570675_0.05,0.05,0
759052667288_0.25,0.25,1
759052667288_0.2,0.2,1
759052667288_0.15,0.15,1
759052667288_0.1,0.1,1
759052667288_0.05,0.05,0
759385589492_0.25,0.25,1
759385589492_0.2,0.2,1
759385589492_0.15,0.15,1
759385589492_0.1,0.1,0
759385589492_0.05,0.05,0
759428851421_0.25,0.25,1
759428851421_0.2,0.2,1
759428851421_0.15,0.15,1
759428851421_0.1,0.1,0
759428851421_0.05,0.05,0
759640233379_0.25,0.25,1
759640233379_0.2,0.2,1
759640233379_0.15,0.15,1
759640233379_0.1,0.1,0
759640233379_0.05,0.05,0
759882402524_0.25,0.25,1
759882402524_0.2,0.2,1
759882402524_0.15,0.15,1
759882402524_0.1,0.1,1
759882402524_0.05,0.05,0
759909020349_0.25,0.25,1
759909020349_0.2,0.2,1
759909020349_0.15,0.15,1
759909020349_0.1,0.1,0
759909020349_0.05,0.05,0
760040462776_0.25,0.25,1
760040462776_0.2,0.2,1
760040462776_0.15,0.15,1
760040462776_0.1,0.1,0
760040462776_0.05,0.05,0
760057793971_0.25,0.25,1
760057793971_0.2,0.2,1
760057793971_0.15,0.15,1
760057793971_0.1,0.1,0
760057793971_0.05,0.05,0
760320950913_0.25,0.25,1
760320950913_0.2,0.2,1
760320950913_0.15,0.15,1
760320950913_0.1,0.1,1
760320950913_0.05,0.05,0
760456002503_0.25,0.25,1
760456002503_0.2,0.2,1
760456002503_0.15,0.15,1
760456002503_0.1,0.1,0
760456002503_0.05,0.05,0
760691503040_0.25,0.25,1
760691503040_0.2,0.2,1
760691503040_0.15,0.15,1
760691503040_0.1,0.1,0
760691503040_0.05,0.05,0
760977923255_0.25,0.25,1
760977923255_0.2,0.2,1
760977923255_0.15,0.15,1
760977923255_0.1,0.1,0
760977923255_0.05,0.05,0
761523361361_0.25,0.25,1
761523361361_0.2,0.2,1
761523361361_0.15,0.15,1
761523361361_0.1,0.1,0
761523361361_0.05,0.05,0
762119803392_0.25,0.25,1
762119803392_0.2,0.2,1
762119803392_0.15,0.15,1
762119803392_0.1,0.1,0
762119803392_0.05,0.05,0
762145135770_0.25,0.25,1
762145135770_0.2,0.2,1
762145135770_0.15,0.15,1
762145135770_0.1,0.1,0
762145135770_0.05,0.05,0
762523535602_0.25,0.25,1
762523535602_0.2,0.2,1
762523535602_0.15,0.15,1
762523535602_0.1,0.1,0
762523535602_0.05,0.05,0
762838556423_0.25,0.25,1
762838556423_0.2,0.2,1
762838556423_0.15,0.15,1
762838556423_0.1,0.1,0
762838556423_0.05,0.05,0
763194615809_0.25,0.25,1
763194615809_0.2,0.2,1
763194615809_0.15,0.15,1
763194615809_0.1,0.1,1
763194615809_0.05,0.05,0
763306507781_0.25,0.25,1
763306507781_0.2,0.2,1
763306507781_0.15,0.15,1
763306507781_0.1,0.1,0
763306507781_0.05,0.05,0
763376310149_0.25,0.25,1
763376310149_0.2,0.2,1
763376310149_0.15,0.15,1
763376310149_0.1,0.1,0
763376310149_0.05,0.05,0
763405608897_0.25,0.25,1
763405608897_0.2,0.2,1
763405608897_0.15,0.15,1
763405608897_0.1,0.1,0
763405608897_0.05,0.05,0
763607210599_0.25,0.25,1
763607210599_0.2,0.2,1
763607210599_0.15,0.15,1
763607210599_0.1,0.1,0
763607210599_0.05,0.05,0
763922675468_0.25,0.25,1
763922675468_0.2,0.2,1
763922675468_0.15,0.15,1
763922675468_0.1,0.1,1
763922675468_0.05,0.05,0
764199654678_0.25,0.25,1
764199654678_0.2,0.2,1
764199654678_0.15,0.15,1
764199654678_0.1,0.1,1
764199654678_0.05,0.05,0
764406029807_0.25,0.25,1
764406029807_0.2,0.2,1
764406029807_0.15,0.15,1
764406029807_0.1,0.1,0
764406029807_0.05,0.05,0
764458476687_0.25,0.25,1
764458476687_0.2,0.2,1
764458476687_0.15,0.15,1
764458476687_0.1,0.1,0
764458476687_0.05,0.05,0
764612598346_0.25,0.25,1
764612598346_0.2,0.2,1
764612598346_0.15,0.15,1
764612598346_0.1,0.1,0
764612598346_0.05,0.05,0
764637514998_0.25,0.25,1
764637514998_0.2,0.2,1
764637514998_0.15,0.15,1
764637514998_0.1,0.1,1
764637514998_0.05,0.05,0
764720464054_0.25,0.25,1
764720464054_0.2,0.2,1
764720464054_0.15,0.15,1
764720464054_0.1,0.1,0
764720464054_0.05,0.05,0
765292783111_0.25,0.25,1
765292783111_0.2,0.2,1
765292783111_0.15,0.15,1
765292783111_0.1,0.1,1
765292783111_0.05,0.05,0
765425514440_0.25,0.25,1
765425514440_0.2,0.2,1
765425514440_0.15,0.15,1
765425514440_0.1,0.1,0
765425514440_0.05,0.05,0
765512412626_0.25,0.25,1
765512412626_0.2,0.2,1
765512412626_0.15,0.15,1
765512412626_0.1,0.1,0
765512412626_0.05,0.05,0
765744058351_0.25,0.25,1
765744058351_0.2,0.2,1
765744058351_0.15,0.15,1
765744058351_0.1,0.1,0
765744058351_0.05,0.05,0
765804742342_0.25,0.25,1
765804742342_0.2,0.2,1
765804742342_0.15,0.15,1
765804742342_0.1,0.1,0
765804742342_0.05,0.05,0
765970126444_0.25,0.25,1
765970126444_0.2,0.2,1
765970126444_0.15,0.15,1
765970126444_0.1,0.1,0
765970126444_0.05,0.05,0
766158762469_0.25,0.25,1
766158762469_0.2,0.2,1
766158762469_0.15,0.15,1
766158762469_0.1,0.1,0
766158762469_0.05,0.05,0
766421499644_0.25,0.25,1
766421499644_0.2,0.2,1
766421499644_0.15,0.15,1
766421499644_0.1,0.1,0
766421499644_0.05,0.05,0
766530970444_0.25,0.25,1
766530970444_0.2,0.2,1
766530970444_0.15,0.15,1
766530970444_0.1,0.1,1
766530970444_0.05,0.05,0
766728961478_0.25,0.25,1
766728961478_0.2,0.2,1
766728961478_0.15,0.15,1
766728961478_0.1,0.1,0
766728961478_0.05,0.05,0
766937589403_0.25,0.25,1
766937589403_0.2,0.2,1
766937589403_0.15,0.15,1
766937589403_0.1,0.1,1
766937589403_0.05,0.05,0
767133018827_0.25,0.25,1
767133018827_0.2,0.2,1
767133018827_0.15,0.15,1
767133018827_0.1,0.1,0
767133018827_0.05,0.05,0
767135673130_0.25,0.25,1
767135673130_0.2,0.2,1
767135673130_0.15,0.15,1
767135673130_0.1,0.1,0
767135673130_0.05,0.05,0
767316087517_0.25,0.25,1
767316087517_0.2,0.2,1
767316087517_0.15,0.15,1
767316087517_0.1,0.1,0
767316087517_0.05,0.05,0
767383849303_0.25,0.25,1
767383849303_0.2,0.2,1
767383849303_0.15,0.15,1
767383849303_0.1,0.1,0
767383849303_0.05,0.05,0
767707646094_0.25,0.25,1
767707646094_0.2,0.2,1
767707646094_0.15,0.15,1
767707646094_0.1,0.1,0
767707646094_0.05,0.05,0
768097516119_0.25,0.25,1
768097516119_0.2,0.2,1
768097516119_0.15,0.15,1
768097516119_0.1,0.1,0
768097516119_0.05,0.05,0
768325217120_0.25,0.25,1
768325217120_0.2,0.2,1
768325217120_0.15,0.15,1
768325217120_0.1,0.1,0
768325217120_0.05,0.05,0
768334187649_0.25,0.25,1
768334187649_0.2,0.2,1
768334187649_0.15,0.15,1
768334187649_0.1,0.1,0
768334187649_0.05,0.05,0
768411873687_0.25,0.25,1
768411873687_0.2,0.2,1
768411873687_0.15,0.15,1
768411873687_0.1,0.1,0
768411873687_0.05,0.05,0
768864549746_0.25,0.25,1
768864549746_0.2,0.2,1
768864549746_0.15,0.15,1
768864549746_0.1,0.1,1
768864549746_0.05,0.05,0
768882348342_0.25,0.25,1
768882348342_0.2,0.2,1
768882348342_0.15,0.15,1
768882348342_0.1,0.1,0
768882348342_0.05,0.05,0
768989497355_0.25,0.25,1
768989497355_0.2,0.2,1
768989497355_0.15,0.15,1
768989497355_0.1,0.1,1
768989497355_0.05,0.05,0
769078262648_0.25,0.25,1
769078262648_0.2,0.2,1
769078262648_0.15,0.15,1
769078262648_0.1,0.1,0
769078262648_0.05,0.05,0
769116405118_0.25,0.25,1
769116405118_0.2,0.2,1
